================================================================================
ENDPOINT MEDIA — GOOGLE SEARCH CONSOLE EXPORT REPORT
================================================================================
Source spreadsheet: https://docs.google.com/spreadsheets/d/1lAlUZOwoeY03R8QknfqD_3PAapZDFQV_96IMQEh3DL4/edit?usp=sharing
Generated: 2026-06-26 17:11:12
Total tabs exported: 7
Tab names: Chart, Queries, Pages, Countries, Devices, Search appearance, Filters

================================================================================
TAB: FILTERS (Report Parameters)
================================================================================
  Filter: Value
  Search type: Web
  Date: Jan 1, 2026-Jun 24, 2026

================================================================================
TAB: CHART
================================================================================
Rows: 176 | Columns: 5

Date       | Clicks | Impressions | CTR   | Position
e-commerce startup costs south africa 2025                                                                                           | 0      | 1           | 0.00% | 6       
get it joburg west, local business, roodepoort                                                                                       | 0      | 1           | 0.00% | 6       
27736: seo & analytics                                                                                                               | 0      | 1           | 0.00% | 7       
frank smit                                                                                                                           | 0      | 1           | 0.00% | 7       
i need help fixing some issues on my website. can you suggest a reliable 
website maintenance service?. my location is south africa. | 0      | 1           | 0.00% | 7       
qj paints                                                                                                                            | 0      | 1           | 0.00% | 7       
review services                                                                                                                      | 0      | 1           | 0.00% | 7       
search engine optimization company rosebank                                                                                          | 0      | 1           | 0.00% | 7       
seo management services near me                                                                                                      | 0      | 1           | 0.00% | 7       
companies in rivonia                                                                                                                 | 0      | 1           | 0.00% | 8       
seo agency eastern suburbs                                                                                                           | 0      | 1           | 0.00% | 8       
review service                                                                                                                       | 0      | 1           | 0.00% | 9       
business automation near me                                                                                                          | 0      | 1           | 0.00% | 10      
local seo company reviews near me                                                                                                    | 0      | 1           | 0.00% | 10      
roots alberton                                                                                                                       | 0      | 1           | 0.00% | 10      
web design in fourways, south africa                                                                                                 | 0      | 1           | 0.00% | 10      
alberton then and now                                                                                                                | 0      | 1           | 0.00% | 11      
seo company midtown west                                                                                                             | 0      | 1           | 0.00% | 11      
contact web designer in fourways                                                                                                     | 0      | 1           | 0.00% | 15      
custom online store design fourways                                                                                                  | 0      | 1           | 0.00% | 16      
seo service provider near me                                                                                                         | 0      | 1           | 0.00% | 17      
local seo agencies                                                                                                                   | 0      | 1           | 0.00% | 19      
switch.monster call tracking for paid search                                                                                         | 0      | 1           | 0.00% | 21      
facebook ad services                                                                                                                 | 0      | 1           | 0.00% | 22      
blou meul alberton                                                                                                                   | 0      | 1           | 0.00% | 25      
get a quote for voice search optimization in san antonio                                                                             | 0      | 1           | 0.00% | 27      
small businesses in roodepoort that need websites                                                                                    | 0      | 1           | 0.00% | 27      
seo agency near me                                                                                                                   | 0      | 1           | 0.00% | 28      
schema markup services south africa                                                                                                  | 0      | 1           | 0.00% | 31      
website design in midrand                                                                                                            | 0      | 1           | 0.00% | 32      
local seo wien                                                                                                                       | 0      | 1           | 0.00% | 45      
website design randburg                                                                                                              | 0      | 1           | 0.00% | 45      
seo agency in johanessburg                                                                                                           | 0      | 1           | 0.00% | 46      
local seo in south africa                                                                                                            | 0      | 1           | 0.00% | 52      
80 peter place                                                                                                                       | 0      | 1           | 0.00% | 54      
leading seo company johannesburg                                                                                                     | 0      | 1           | 0.00% | 54      
social seo randburg                                                                                                                  | 0      | 1           | 0.00% | 54      
seo company edenvale                                                                                                                 | 0      | 1           | 0.00% | 55      
seo service near me                                                                                                                  | 0      | 1           | 0.00% | 55      
top seo consultancy johannesburg                                                                                                     | 0      | 1           | 0.00% | 55      
seo services in alberton                                                                                                             | 0      | 1           | 0.00% | 58      
facebook marketing services                                                                                                          | 0      | 1           | 0.00% | 64      
top seo marketing johannesburg                                                                                                       | 0      | 1           | 0.00% | 64      
landing page optimisation south africa                                                                                               | 0      | 1           | 0.00% | 65      
reputation management south africa                                                                                                   | 0      | 1           | 0.00% | 65      
reputation management agency johannesburg                                                                                            | 0      | 1           | 0.00% | 67      
local seo pretoria                                                                                                                   | 0      | 1           | 0.00% | 68      
facebook ads management services                                                                                                     | 0      | 1           | 0.00% | 69      
backbone.js seo success stories                                                                                                      | 0      | 1           | 0.00% | 71      
reputation management company                                                                                                        | 0      | 1           | 0.00% | 81      
wordpress websites edenvale                                                                                                          | 0      | 1           | 0.00% | 82      
seo company gauteng                                                                                                                  | 0      | 1           | 0.00% | 90      
internet marketing johannesburg                                                                                                      | 0      | 1           | 0.00% | 96      
website optimization south africa                                                                                                    | 0      | 1           | 0.00% | 96      
link building agency johannesburg                                                                                                    | 0      | 1           | 0.00% | 98      
hire seo specialist in south africa                                                                                                  | 0      | 1           | 0.00% | 99      
home service seo                                                                                                                     | 0      | 1           | 0.00% | 99      
seo sprint review                                                                                                                    | 0      | 1           | 0.00% | 99      
website prices gauteng                                                                                                               | 0      | 1           | 0.00% | 99      
local seo reseller                                                                                                                   | 0      | 1           | 0.00% | 100     
google ads specialist in johannesburg, south africa                                                                                  | 0      | 1           | 0.00% | 107     
local search engine in south africa                                                                                                  | 0      | 1           | 0.00% | 205     
smit contact                                                                                                                         | 0      | 1           | 0.00% | 226     

SUMMARY (Queries):
  Total queries listed: 293
  Total clicks (all queries): 1
  Total impressions (all queries): 8444
  Queries with at least 1 click: 1

================================================================================
TAB: PAGES
================================================================================
Rows: 63 | Columns: 5

Top pages                                                                                      | Clicks | Impressions | CTR   | Position
----------------------------------------------------------------------------------------------------------------------------------------
https://www.endpointmedia.co.za/                                                               | 10     | 174         | 5.75% | 11.82   
https://www.endpointmedia.co.za/alberton-business-heritage                                     | 5      | 269         | 1.86% | 7.73    
https://www.endpointmedia.co.za/services/review-management                                     | 5      | 218         | 2.29% | 14.52   
https://www.endpointmedia.co.za/services/google-ads                                            | 3      | 2721        | 0.11% | 37.74   
https://www.endpointmedia.co.za/services                                                       | 3      | 1168        | 0.26% | 58.47   
https://www.endpointmedia.co.za/services/medical-websites                                      | 3      | 179         | 1.68% | 8.99    
https://www.endpointmedia.co.za/contact                                                        | 3      | 71          | 4.23% | 24.79   
https://www.endpointmedia.co.za/services/facebook-ads                                          | 2      | 1275        | 0.16% | 40.37   
https://endpointmedia.co.za/alberton-business-heritage                                         | 2      | 41          | 4.88% | 4.51    
https://www.endpointmedia.co.za/services/local-seo                                             | 1      | 3453        | 0.03% | 54.93   
https://www.endpointmedia.co.za/blog                                                           | 1      | 402         | 0.25% | 41.37   
https://www.endpointmedia.co.za/locations/sandton                                              | 1      | 185         | 0.54% | 42.64   
https://www.endpointmedia.co.za/services/website-maintenance                                   | 0      | 392         | 0.00% | 56.16   
https://www.endpointmedia.co.za/case-studies/qj-paint-world                                    | 0      | 247         | 0.00% | 6.43    
https://www.endpointmedia.co.za/blog/how-much-does-website-cost-south-africa-2025              | 0      | 190         | 0.00% | 7.35    
https://www.endpointmedia.co.za/case-studies/alberton-battery-mart                             | 0      | 148         | 0.00% | 9.92    
https://www.endpointmedia.co.za/case-studies                                                   | 0      | 129         | 0.00% | 32.86   
https://www.endpointmedia.co.za/services/law-firm-websites                                     | 0      | 117         | 0.00% | 11.15   
https://www.endpointmedia.co.za/pricing                                                        | 0      | 96          | 0.00% | 10.95   
https://www.endpointmedia.co.za/locations/fourways                                             | 0      | 73          | 0.00% | 19.95   
https://www.endpointmedia.co.za/case-studies/alberton-tyre-clinic                              | 0      | 70          | 0.00% | 9.50    
https://endpointmedia.co.za/blog/how-much-does-website-cost-south-africa-2025                  | 0      | 65          | 0.00% | 5.88    
https://www.endpointmedia.co.za/process                                                        | 0      | 54          | 0.00% | 17.44   
https://www.endpointmedia.co.za/locations/rivonia                                              | 0      | 49          | 0.00% | 8.43    
https://www.endpointmedia.co.za/blog/freelancer-vs-agency-the-low-risk-choice-for-johannesburg | 0      | 31          | 0.00% | 4.13    
https://endpointmedia.co.za/locations/rosebank                                                 | 0      | 25          | 0.00% | 14.96   
https://www.endpointmedia.co.za/services/custom-development                                    | 0      | 23          | 0.00% | 19.65   
https://www.endpointmedia.co.za/case-studies/sakana-no-ichi                                    | 0      | 22          | 0.00% | 5.73    
https://endpointmedia.co.za/case-studies/qj-paint-world                                        | 0      | 21          | 0.00% | 4.76    
https://www.endpointmedia.co.za/locations/benoni                                               | 0      | 21          | 0.00% | 15.86   
https://www.endpointmedia.co.za/locations                                                      | 0      | 19          | 0.00% | 33.16   
https://www.endpointmedia.co.za/locations/midrand                                              | 0      | 17          | 0.00% | 35.35   
https://www.endpointmedia.co.za/locations/randburg                                             | 0      | 13          | 0.00% | 16      
https://endpointmedia.co.za/services/review-management                                         | 0      | 11          | 0.00% | 12.82   
https://www.endpointmedia.co.za/services/web-design-firms                                      | 0      | 11          | 0.00% | 59.55   
https://endpointmedia.co.za/industries/medical                                                 | 0      | 9           | 0.00% | 6.56    
https://endpointmedia.co.za/locations/rivonia                                                  | 0      | 8           | 0.00% | 10      
https://www.endpointmedia.co.za/locations/bryanston                                            | 0      | 8           | 0.00% | 11.38   
https://www.endpointmedia.co.za/locations/roodepoort                                           | 0      | 8           | 0.00% | 14.25   
https://www.endpointmedia.co.za/services/growth-rescue                                         | 0      | 7           | 0.00% | 4.71    
https://endpointmedia.co.za/blog/the-schema-vacuum-technical-seo-advantage                     | 0      | 5           | 0.00% | 5       
https://endpointmedia.co.za/blog/freelancer-vs-agency-the-low-risk-choice-for-johannesburg     | 0      | 5           | 0.00% | 7.40    
https://endpointmedia.co.za/case-studies/rhino-panel-beaters                                   | 0      | 5           | 0.00% | 8       
https://www.endpointmedia.co.za/locations/rosebank                                             | 0      | 5           | 0.00% | 33.40   
https://www.endpointmedia.co.za/industries/manufacturing-logistics                             | 0      | 4           | 0.00% | 6.50    
https://endpointmedia.co.za/case-studies/alberton-tyre-clinic                                  | 0      | 4           | 0.00% | 7.75    
https://www.endpointmedia.co.za/locations/new-redruth                                          | 0      | 4           | 0.00% | 10.50   
https://endpointmedia.co.za/locations/bryanston                                                | 0      | 4           | 0.00% | 13.75   
https://endpointmedia.co.za/locations/roodepoort                                               | 0      | 3           | 0.00% | 7.33    
https://www.endpointmedia.co.za/services/website-development                                   | 0      | 3           | 0.00% | 17.67   
https://www.endpointmedia.co.za/locations/waterfall                                            | 0      | 2           | 0.00% | 5.50    
https://www.endpointmedia.co.za/case-studies/maverick-painting-contractors                     | 0      | 2           | 0.00% | 8       
https://www.endpointmedia.co.za/insights/south-africa-google-ads-cpc-benchmarks                | 0      | 2           | 0.00% | 9.50    
https://endpointmedia.co.za/case-studies/alberton-battery-mart                                 | 0      | 2           | 0.00% | 10      
https://endpointmedia.co.za/services/growth-rescue                                             | 0      | 1           | 0.00% | 1       
https://endpointmedia.co.za/services/website-redesign                                          | 0      | 1           | 0.00% | 3       
https://endpointmedia.co.za/industries                                                         | 0      | 1           | 0.00% | 7       
https://endpointmedia.co.za/case-studies/sakana-no-ichi                                        | 0      | 1           | 0.00% | 8       
https://endpointmedia.co.za/locations/waterfall                                                | 0      | 1           | 0.00% | 13      
https://endpointmedia.co.za/locations/fourways                                                 | 0      | 1           | 0.00% | 15      
https://www.endpointmedia.co.za/locations/meyersdal                                            | 0      | 1           | 0.00% | 16      
https://endpointmedia.co.za/services/website-maintenance                                       | 0      | 1           | 0.00% | 54      

SUMMARY (Pages):
  Total pages listed: 62
  Total clicks (all pages): 39
  Total impressions (all pages): 12098

================================================================================
TAB: COUNTRIES
================================================================================
Rows: 112 | Columns: 5

Country                | Clicks | Impressions | CTR    | Position
-----------------------------------------------------------------
South Africa           | 33     | 9121        | 0.36%  | 45.10   
Netherlands            | 2      | 15          | 13.33% | 7.73    
Algeria                | 2      | 6           | 33.33% | 34.83   
India                  | 1      | 49          | 2.04%  | 28.41   
United States          | 0      | 1212        | 0.00%  | 21.89   
United Kingdom         | 0      | 191         | 0.00%  | 14.16   
Brazil                 | 0      | 62          | 0.00%  | 16.60   
Canada                 | 0      | 54          | 0.00%  | 7.46    
Spain                  | 0      | 29          | 0.00%  | 22.45   
Germany                | 0      | 23          | 0.00%  | 16.26   
Australia              | 0      | 23          | 0.00%  | 22.30   
France                 | 0      | 22          | 0.00%  | 17.18   
Italy                  | 0      | 22          | 0.00%  | 17.86   
Mexico                 | 0      | 21          | 0.00%  | 21.29   
Singapore              | 0      | 18          | 0.00%  | 6.39    
Colombia               | 0      | 17          | 0.00%  | 19.65   
Turkey                 | 0      | 16          | 0.00%  | 10.50   
United Arab Emirates   | 0      | 16          | 0.00%  | 21.75   
Vietnam                | 0      | 16          | 0.00%  | 27.75   
Indonesia              | 0      | 16          | 0.00%  | 28.44   
Russia                 | 0      | 15          | 0.00%  | 26.73   
Philippines            | 0      | 15          | 0.00%  | 34.53   
Pakistan               | 0      | 14          | 0.00%  | 26.57   
Thailand               | 0      | 14          | 0.00%  | 28.86   
Argentina              | 0      | 14          | 0.00%  | 31.86   
Ecuador                | 0      | 13          | 0.00%  | 23.77   
Ukraine                | 0      | 10          | 0.00%  | 20.90   
Malaysia               | 0      | 10          | 0.00%  | 21.40   
Japan                  | 0      | 9           | 0.00%  | 15.78   
Greece                 | 0      | 9           | 0.00%  | 19.11   
Romania                | 0      | 9           | 0.00%  | 25.22   
Bangladesh             | 0      | 9           | 0.00%  | 39.22   
Hong Kong              | 0      | 8           | 0.00%  | 6.38    
Chile                  | 0      | 8           | 0.00%  | 16.75   
South Korea            | 0      | 8           | 0.00%  | 20.38   
Saudi Arabia           | 0      | 8           | 0.00%  | 26.75   
Peru                   | 0      | 8           | 0.00%  | 27.88   
Hungary                | 0      | 8           | 0.00%  | 47.75   
Belgium                | 0      | 7           | 0.00%  | 12.43   
Austria                | 0      | 6           | 0.00%  | 19.50   
Nigeria                | 0      | 6           | 0.00%  | 19.50   
Poland                 | 0      | 6           | 0.00%  | 19.50   
Sweden                 | 0      | 6           | 0.00%  | 23.50   
Czechia                | 0      | 6           | 0.00%  | 25.50   
Portugal               | 0      | 6           | 0.00%  | 26.83   
China                  | 0      | 5           | 0.00%  | 7.60    
Morocco                | 0      | 5           | 0.00%  | 12      
Ireland                | 0      | 5           | 0.00%  | 35.80   
Serbia                 | 0      | 5           | 0.00%  | 52.40   
Dominican Republic     | 0      | 4           | 0.00%  | 7.25    
Iraq                   | 0      | 4           | 0.00%  | 12      
Tunisia                | 0      | 4           | 0.00%  | 27      
Egypt                  | 0      | 4           | 0.00%  | 38.25   
Kazakhstan             | 0      | 4           | 0.00%  | 54.75   
Mozambique             | 0      | 4           | 0.00%  | 57.25   
Bulgaria               | 0      | 4           | 0.00%  | 64      
Zambia                 | 0      | 3           | 0.00%  | 3       
Congo - Kinshasa       | 0      | 3           | 0.00%  | 4.67    
Jamaica                | 0      | 3           | 0.00%  | 8       
Israel                 | 0      | 3           | 0.00%  | 8.67    
Nepal                  | 0      | 3           | 0.00%  | 9       
New Zealand            | 0      | 3           | 0.00%  | 18.33   
Panama                 | 0      | 3           | 0.00%  | 26.33   
Uganda                 | 0      | 3           | 0.00%  | 45.67   
Jordan                 | 0      | 2           | 0.00%  | 3.50    
Cambodia               | 0      | 2           | 0.00%  | 5       
Zimbabwe               | 0      | 2           | 0.00%  | 6       
Switzerland            | 0      | 2           | 0.00%  | 7.50    
Moldova                | 0      | 2           | 0.00%  | 11.50   
Bolivia                | 0      | 2           | 0.00%  | 15.50   
Kenya                  | 0      | 2           | 0.00%  | 18.50   
Lithuania              | 0      | 2           | 0.00%  | 24.50   
Sri Lanka              | 0      | 2           | 0.00%  | 31.50   
Luxembourg             | 0      | 2           | 0.00%  | 32      
Latvia                 | 0      | 2           | 0.00%  | 32.50   
Bosnia & Herzegovina   | 0      | 2           | 0.00%  | 33      
Belarus                | 0      | 2           | 0.00%  | 38      
Namibia                | 0      | 2           | 0.00%  | 39      
Ethiopia               | 0      | 2           | 0.00%  | 40.50   
Senegal                | 0      | 2           | 0.00%  | 55      
Guatemala              | 0      | 2           | 0.00%  | 62.50   
Taiwan                 | 0      | 2           | 0.00%  | 65.50   
Palestine              | 0      | 1           | 0.00%  | 1       
Swaziland              | 0      | 1           | 0.00%  | 1       
British Virgin Islands | 0      | 1           | 0.00%  | 1       
Oman                   | 0      | 1           | 0.00%  | 3       
Guyana                 | 0      | 1           | 0.00%  | 4       
Cuba                   | 0      | 1           | 0.00%  | 7       
Jersey                 | 0      | 1           | 0.00%  | 7       
Nicaragua              | 0      | 1           | 0.00%  | 7       
Norway                 | 0      | 1           | 0.00%  | 7       
Barbados               | 0      | 1           | 0.00%  | 8       
Ghana                  | 0      | 1           | 0.00%  | 8       
Iceland                | 0      | 1           | 0.00%  | 9       
Qatar                  | 0      | 1           | 0.00%  | 9       
Unknown Region         | 0      | 1           | 0.00%  | 9       
Honduras               | 0      | 1           | 0.00%  | 10      
Lesotho                | 0      | 1           | 0.00%  | 11      
Syria                  | 0      | 1           | 0.00%  | 11      
Azerbaijan             | 0      | 1           | 0.00%  | 14      
Cameroon               | 0      | 1           | 0.00%  | 16      
Paraguay               | 0      | 1           | 0.00%  | 16      
Uzbekistan             | 0      | 1           | 0.00%  | 20      
Estonia                | 0      | 1           | 0.00%  | 22      
Denmark                | 0      | 1           | 0.00%  | 24      
Georgia                | 0      | 1           | 0.00%  | 27      
Myanmar (Burma)        | 0      | 1           | 0.00%  | 33      
Angola                 | 0      | 1           | 0.00%  | 40      
Maldives               | 0      | 1           | 0.00%  | 58      
Tanzania               | 0      | 1           | 0.00%  | 82      
Slovenia               | 0      | 1           | 0.00%  | 94      

================================================================================
TAB: DEVICES
================================================================================
Rows: 4 | Columns: 5

Device  | Clicks | Impressions | CTR   | Position
-------------------------------------------------
Mobile  | 23     | 3147        | 0.73% | 32.13   
Desktop | 13     | 8091        | 0.16% | 43.72   
Tablet  | 2      | 80          | 2.50% | 35.76   

================================================================================
TAB: SEARCH APPEARANCE
================================================================================
Rows: 1 | Columns: 5

Search Appearance | Clicks | Impressions | CTR | Position
---------------------------------------------------------
